직업,덱코드,대회코드,아키타입ID,아키타입명(대표카드 top5)
エルフ,1FF1J,1457051,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,11584,1457051,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4NDDJ,1472530,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,13AD2,1476239,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5BN32,1476239,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6G57J,1477108,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,4S4KS,1447476,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1ND7L,1447476,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,4PCBQ,1475502,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4U1UA,1475502,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4NDDJ,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5PH74,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3XKGQ,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,213D6,1448790,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6F596,1472529,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5YSJ0,1471925,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,46G1A,1452654,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4M5QN,1452654,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,51GEC,1446372,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6HP3G,1446372,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5HWMN,1457931,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1TW94,1477797,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5P190,1459563,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,422F4,1478685,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,15546,1478685,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6R8TY,1464806,5,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ
エルフ,1QR64,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6PHFG,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3RECG,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7Z0EC,1459790,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5X0L2,1459790,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,1BWQ0,1478741,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,4TW96,1472888,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2WEB6,1472888,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6GACU,1479641,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6RUGG,1479641,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,55B5E,1479641,6,エルフプリンセスメイジ / フェアリーサークル / ティートル・ディ＆ダム / 重なり合う決意 / 瘴気の妖精姫・アリア
エルフ,3MLJC,1478272,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,2BZ7W,1478272,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2HLH6,1478272,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,59EA8,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6TV76,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1G70U,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4ME3A,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2X4KJ,1469473,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,270JN,1469473,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1GUJY,1469473,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,2VCG0,1467998,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,51PX6,1467998,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,2TGK4,1476769,4,光の道筋 / 回帰する抱擁・ラティカ / 大いなる回帰 / ワンダーコック / 重なり合う決意
エルフ,117NW,1476113,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MCLC,1459125,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3P58A,1459125,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5A01Q,1472403,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3TQL2,1472403,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,1G5WS,1459750,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1BZ6A,1472351,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1G3DC,1472351,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,6H88S,1472351,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,58H5Y,1466761,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,25WQA,1499928,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6QZ5G,1499928,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MX0S,1499928,2,凍土の女王・ピアシィ / 浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤
エルフ,1CL38,1505204,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7Z0EC,1519582,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2TGK4,1519582,4,光の道筋 / 回帰する抱擁・ラティカ / 大いなる回帰 / ワンダーコック / 重なり合う決意
エルフ,40X0L,1512636,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MCLC,1507874,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3P58A,1507874,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6RUGG,1503248,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,19C0A,1503248,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4BGDY,1492719,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
ドラゴン,64DLG,1457051,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,3037W,1474939,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,247RE,1474939,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,3LD64,1476239,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,4E5TC,1477108,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,2T2EA,1477108,4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア
ドラゴン,2GVV8,1476081,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6XV94,1468202,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,4BDUE,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,4JC58,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,5GK9L,1468202,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2BF0W,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,587Q6,1448790,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,15BT0,1448790,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,5RLVY,1472529,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,5VD3L,1472616,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,217Q6,1472616,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,7W4CC,1446372,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,3YGSW,1457931,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,4N1YL,1457931,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6YZTL,1457931,5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！
ドラゴン,217Q6,1477797,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,217Q6,1478685,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,1T33S,1478741,6,侮蔑の炎爪 / 侮蔑の従者 / 覇極 / 侮蔑の狂信者 / 烈絶の侮蔑・ガルミーユ
ドラゴン,7WELL,1478741,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,3K3YG,1472888,3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン
ドラゴン,3VLB2,1479641,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,7N1SG,1478272,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,66QMS,1467573,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2UYJJ,1469473,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,13RV8,1476769,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,4ZB4G,1476113,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,4BNJU,1476113,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,66QMS,1459125,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6VVWN,1459125,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2HK5U,1466761,3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン
ドラゴン,4X402,1505204,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2HV3G,1519582,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,7FF6Y,1519582,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2Q5DL,1512636,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,5DU58,1512636,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,2A2ZS,1512636,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6AK1C,1503248,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ナイトメア,22YGY,1457051,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,16V5W,1472530,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,1XD4U,1472530,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,29FK6,1472530,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,7RDGW,1472530,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,2FGYE,1476239,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,36W3N,1477108,2,座敷童 / 真紅の抗戦者・モノ / ファースト・ワン / 禁絶の腕・ニコラ / メカニカルガンナー
ナイトメア,6A4BN,1477108,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,6CUS4,1477108,2,座敷童 / 真紅の抗戦者・モノ / ファースト・ワン / 禁絶の腕・ニコラ / メカニカルガンナー
ナイトメア,4Q1SC,1447476,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,7W1JW,1447476,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,749GY,1447476,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,1JMKE,1476736,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,2MENS,1476736,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,67Y46,1476736,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,4XUXY,1475502,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,5ZCLY,1475502,3,禁絶の腕・ニコラ / 死期を視るもの・グレモリー / 憧れの飛躍・イツルギ / ブラッドロード・ユヅキ / 葬りの狼・ヴェッド
ナイトメア,24DMG,1478623,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,4FGJU,1476081,4,吸血姫・ヴァンピィ / 闇夜の姫・ヴァンピィ / 眷属への贈り物 / 宵の吸血鬼・ヴァーニア / 真夜中の吸血鬼・ヴァーニア
ナイトメア,3Y6AQ,1448790,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,7LCR8,1472529,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,YYU4,1472529,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,7RDGW,1471925,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,344WA,1471925,2,座敷童 / 真紅の抗戦者・モノ / ファースト・ワン / 禁絶の腕・ニコラ / メカニカルガンナー
ナイトメア,5HZJ2,1452654,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,65456,1452654,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
ナイトメア,3LWTN,1446372,1,ストレイホロウ・イルガンノ / 奔放なる獄炎・ケルベロス / 異形 / 人外魔境・クリストフ / 友魂の少女・ルナ
